"Country","iso3","Region","Income","Year","GDP","Unemployment","Inflation","LifeExp","LaborForce","Continent","COVID","logGDP"
"Korea, Rep.","KOR","East Asia & Pacific","High income",2020,31378.1579340648,3.931,0.537288023411766,83.4268292682927,62.274,"Asia","Post-2020",10.3538991914485
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2017,3890.17807271082,NA,1.48823430592319,77.105,NA,"Europe","Pre-2020",8.26646723721898
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2016,3739.17562318261,NA,0.27316943104545,76.748,NA,"Europe","Pre-2020",8.2268878473763
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2015,3520.62850699375,NA,-0.536929392740622,76.024,NA,"Europe","Pre-2020",8.16667880563771
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2019,4219.06693858503,NA,2.67599202639889,77.249,NA,"Europe","Pre-2020",8.34760626912819
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2021,4429.87597525975,NA,3.35369139207997,74.981,NA,"Europe","Post-2020",8.39635258057073
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2018,4009.12140760339,NA,1.05379773654994,77.117,NA,"Europe","Pre-2020",8.29657679605262
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2020,3990.94613053859,NA,0.198227922994847,74.212,NA,"Europe","Post-2020",8.29203414298624
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2023,5102.74914613981,NA,4.94432438791278,78.033,NA,"Europe","Post-2020",8.53773067533322
"Kosovo","XKX","Europe & Central Asia","Upper middle income",2022,4666.3913779077,NA,11.5805104542013,77.623,NA,"Europe","Post-2020",8.44835560313816
"Kuwait","KWT","Middle East & North Africa","High income",2016,29454.4426854538,2.16,3.19839776658376,79.6775853658537,72.704,"Asia","Pre-2020",10.2906339830553
"Kuwait","KWT","Middle East & North Africa","High income",2018,26706.0192323243,2.204,0.543133148199583,80.1063658536585,73.439,"Asia","Pre-2020",10.1926817024346
"Kuwait","KWT","Middle East & North Africa","High income",2015,29882.2126867068,2.2,3.27170166092134,79.3765609756098,72.324,"Asia","Pre-2020",10.3050521531024
"Kuwait","KWT","Middle East & North Africa","High income",2020,25541.4107576862,3.557,2.10172954827401,78.7609756097561,68.715,"Asia","Post-2020",10.148095516584
"Kuwait","KWT","Middle East & North Africa","High income",2017,27048.3707374372,2.227,2.17183298510004,79.9160731707317,73.217,"Asia","Pre-2020",10.2054190210627
"Kuwait","KWT","Middle East & North Africa","High income",2023,24716.1968291611,2.127,3.64216403030709,83.1878048780488,74.07,"Asia","Post-2020",10.1152545082631
"Kuwait","KWT","Middle East & North Africa","High income",2021,26203.2617890389,3.002,3.42362947609189,78.7365853658537,70.168,"Asia","Post-2020",10.1736773402247
"Kuwait","KWT","Middle East & North Africa","High income",2022,26579.8322106354,2.174,3.98064961990316,80.5878048780488,74.301,"Asia","Post-2020",10.1879456414323
"Kuwait","KWT","Middle East & North Africa","High income",2019,26580.2264983898,2.251,1.09184802655853,81.969756097561,73.368,"Asia","Pre-2020",10.1879604748592
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2015,1105.65193844261,3.338,6.50331838993382,70.6512195121951,65.198,"Asia","Pre-2020",7.00909446451767
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2020,1093.32856461422,4.63,6.32542296338081,71.8,64.743,"Asia","Post-2020",6.99789627117631
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2023,1298.25724482211,3.991,10.7532770416742,72.2487804878049,65.451,"Asia","Post-2020",7.1695480300301
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2016,1128.3161612818,3.474,0.388838296895841,70.9512195121951,64.855,"Asia","Pre-2020",7.02936756151167
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2017,1157.18275758067,3.57,3.1753098637994,71.2,63.222,"Asia","Pre-2020",7.05460746742536
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2021,1132.5546781282,4.096,11.9050398185146,71.9,64.956,"Asia","Post-2020",7.03311370709752
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2022,1212.17812721768,4.043,13.9229093174176,72.0487804878049,65.392,"Asia","Post-2020",7.1009987466523
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2019,1201.87701429721,4.295,1.13362257718806,71.6,64.253,"Asia","Pre-2020",7.09247147824418
"Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income",2018,1175.0712778747,3.67,1.5426614523843,71.4,64.134,"Asia","Pre-2020",7.0699347370595
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2017,2351.57441747595,3.268,0.825478607568033,67.345,59.782,"Asia","Pre-2020",7.76326550431774
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2015,2121.01339097363,2.494,1.27735427102992,66.688,60.039,"Asia","Pre-2020",7.66012062969767
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2016,2234.76098741846,2.881,1.59691227583207,67.014,59.909,"Asia","Pre-2020",7.71233693563598
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2020,2529.74622698761,2.361,5.10407262959923,68.339,62.838,"Asia","Post-2020",7.83626948961046
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2021,2556.58912640405,2.066,3.75562036658876,67.807,64.311,"Asia","Post-2020",7.84682034625241
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2019,2554.95638019245,2.537,3.32255881256922,67.911,62.152,"Asia","Pre-2020",7.8461817496994
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2022,2589.05015191628,1.209,22.9562225132056,68.715,66.001,"Asia","Post-2020",7.85943251818035
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2023,2648.88726608035,1.188,31.2301341732645,68.964,65.977,"Asia","Post-2020",7.88227237697361
"Lao PDR","LAO","East Asia & Pacific","Lower middle income",2018,2459.97874636195,2.9,2.04039266890203,67.594,60.96,"Asia","Pre-2020",7.80831441417414
"Latvia","LVA","Europe & Central Asia","High income",2017,14382.8612727134,8.715,2.9303631237467,74.6292682926829,60.786,"Europe","Pre-2020",9.57386211210937
"Latvia","LVA","Europe & Central Asia","High income",2021,16070.1680032322,7.513,3.27582937431156,72.9804878048781,60.076,"Europe","Post-2020",9.68478213830765
"Latvia","LVA","Europe & Central Asia","High income",2016,13787.3367440023,9.643,0.140633334505294,74.580487804878,60.348,"Europe","Pre-2020",9.53157835031519
"Latvia","LVA","Europe & Central Asia","High income",2020,14900.7295718866,8.098,0.219064904842114,75.1853658536585,61.566,"Europe","Post-2020",9.60923256384705
"Latvia","LVA","Europe & Central Asia","High income",2015,13321.9753140616,9.873,0.174242243625212,74.4804878048781,60.036,"Europe","Pre-2020",9.49724529107713
"Latvia","LVA","Europe & Central Asia","High income",2018,15120.0698171804,7.412,2.53445424186594,74.7829268292683,61.339,"Europe","Pre-2020",9.62384440233502
"Latvia","LVA","Europe & Central Asia","High income",2019,15328.3859933295,6.312,2.81140920075619,75.3878048780488,61.087,"Europe","Pre-2020",9.63752691844335
"Latvia","LVA","Europe & Central Asia","High income",2022,16404.9770631465,6.815,17.3102830198815,74.2780487804878,60.935,"Europe","Post-2020",9.70540100248458
"Latvia","LVA","Europe & Central Asia","High income",2023,16890.6283099707,6.465,8.93804623316639,75.6780487804878,60.985,"Europe","Post-2020",9.73457341190283
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2016,8019.1416913426,9.786,-0.783359624361525,78.306,47.513,"Asia","Pre-2020",8.9897113679542
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2022,5909.03651555028,11.6,171.205491336641,78.003,45.828,"Asia","Post-2020",8.68440728898516
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2020,6440.82843092922,13.284,84.864333047204,76.299,45.219,"Asia","Post-2020",8.77056769664751
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2018,8388.7235123835,10.745,6.07698907889611,78.263,48.433,"Asia","Pre-2020",9.03476284449435
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2021,5973.41933892988,12.669,154.756096023393,73.65,45.813,"Asia","Post-2020",8.6952421903082
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2023,5834.63415739394,11.543,221.341644023365,77.817,45.827,"Asia","Post-2020",8.67173822045944
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2015,7714.1099998804,9.306,-3.74914524799631,78.275,47.053,"Asia","Pre-2020",8.9509360226192
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2019,8064.04873416236,11.301,3.00538949390382,78.208,48.894,"Asia","Pre-2020",8.99529503321462
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2017,8305.57405425721,10.251,4.32135218303191,78.192,47.973,"Asia","Pre-2020",9.02480253500466
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2019,1040.99351014117,16.876,5.18708359197979,55.249,57.655,"Africa","Pre-2020",6.94889099402249
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2020,944.834118658555,18.399,4.97809676252311,55.133,57.107,"Africa","Post-2020",6.852067203421
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2017,1097.82166812752,16.401,4.44769937376297,53.874,60.243,"Africa","Pre-2020",7.00199367383695
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2018,1068.44462913373,16.625,4.75180301624745,54.638,58.955,"Africa","Pre-2020",6.97489475451623
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2015,1121.19851342518,16.254,3.2184451365593,51.83,62.776,"Africa","Pre-2020",7.02304499861913
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2021,955.221236301503,18.23,6.04774591950677,54.209,57.022,"Africa","Post-2020",6.86298930500364
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2022,967.51928598325,16.688,8.27180389943026,56.812,58.177,"Africa","Post-2020",6.87576839589943
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2023,974.382482849023,16.457,6.3422174312495,57.375,58.097,"Africa","Post-2020",6.88282968417376
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2016,1147.58748801671,16.17,6.59650490696546,52.908,61.517,"Africa","Pre-2020",7.04628819512405
"Liberia","LBR","Sub-Saharan Africa","Low income",2017,671.260899835355,3.066,12.4196323907138,60.777,76.902,"Africa","Pre-2020",6.51064650897864
"Liberia","LBR","Sub-Saharan Africa","Low income",2022,638.005183858289,2.977,7.59298486560314,61.934,76.798,"Africa","Post-2020",6.45991256679892
"Liberia","LBR","Sub-Saharan Africa","Low income",2016,668.031513175601,3.081,8.83424868336489,60.483,76.937,"Africa","Pre-2020",6.50583116391509
"Liberia","LBR","Sub-Saharan Africa","Low income",2021,621.927983063426,3.845,7.8155938585865,61.166,76.316,"Africa","Post-2020",6.43443091509666
"Liberia","LBR","Sub-Saharan Africa","Low income",2020,605.025475431411,4.109,16.9557241496254,61.267,76.063,"Africa","Post-2020",6.40692202385141
"Liberia","LBR","Sub-Saharan Africa","Low income",2018,665.875439637137,3.056,23.5635148953742,60.999,76.856,"Africa","Pre-2020",6.50260328130549
"Liberia","LBR","Sub-Saharan Africa","Low income",2015,692.590082351257,2.557,7.74869687621319,59.248,76.972,"Africa","Pre-2020",6.54188112656257
"Liberia","LBR","Sub-Saharan Africa","Low income",2023,653.329188343162,2.933,10.0944535665552,62.163,76.834,"Africa","Post-2020",6.48361057091151
"Liberia","LBR","Sub-Saharan Africa","Low income",2019,636.699384824869,3.068,26.9662760197878,61.232,76.793,"Africa","Pre-2020",6.45786698864281
"Libya","LBY","Middle East & North Africa","Upper middle income",2021,7733.39007562927,19.641,2.86833027751023,72.062,48.995,"Africa","Post-2020",8.95343190736152
"Libya","LBY","Middle East & North Africa","Upper middle income",2017,9435.60060040046,19.02,25.8036184788337,72.721,49.38,"Africa","Pre-2020",9.15235108839607
"Libya","LBY","Middle East & North Africa","Upper middle income",2016,7236.16409923502,19.522,25.8538742124461,71.799,49.412,"Africa","Pre-2020",8.88698470964498
"Libya","LBY","Middle East & North Africa","Upper middle income",2023,7633.45142779936,18.753,2.37317531435169,69.339,48.546,"Africa","Post-2020",8.94042636540533
"Libya","LBY","Middle East & North Africa","Upper middle income",2018,10020.9165751361,18.836,13.1702038536721,73.151,49.34,"Africa","Pre-2020",9.21252963131182
"Libya","LBY","Middle East & North Africa","Upper middle income",2020,6102.79864032512,19.613,1.44703656998739,72.388,48.621,"Africa","Post-2020",8.71666658426898
"Libya","LBY","Middle East & North Africa","Upper middle income",2015,7458.48917756374,19.676,10.4022933588151,71.644,49.43,"Africa","Pre-2020",8.91724221599589
"Libya","LBY","Middle East & North Africa","Upper middle income",2019,8768.4104874586,19.05,-2.16217883470595,72.941,49.281,"Africa","Pre-2020",9.07902486388897
"Libya","LBY","Middle East & North Africa","Upper middle income",2022,7008.20648391963,19.282,4.51030149235701,74.462,48.773,"Africa","Post-2020",8.85497977589228
"Liechtenstein","LIE","Europe & Central Asia","High income",2015,167187.15730982,NA,NA,82.6560975609756,NA,"Europe","Pre-2020",12.0268751476375
"Lithuania","LTU","Europe & Central Asia","High income",2019,17431.7239081591,6.255,2.33450937988028,76.2829268292683,62.069,"Europe","Pre-2020",9.7661044033069
"Lithuania","LTU","Europe & Central Asia","High income",2022,18884.5152531698,5.955,19.7050461518394,75.6439024390244,62.747,"Europe","Post-2020",9.84615051850059
"Lithuania","LTU","Europe & Central Asia","High income",2021,18569.7057246217,7.112,4.68354420903455,74.0365853658537,62.301,"Europe","Post-2020",9.82934065710453
"Lithuania","LTU","Europe & Central Asia","High income",2018,16604.9021440809,6.147,2.69792779208392,75.6804878048781,61.544,"Europe","Pre-2020",9.71751346199966
"Lithuania","LTU","Europe & Central Asia","High income",2017,15695.9993288456,7.073,3.72288862303706,75.4804878048781,60.612,"Europe","Pre-2020",9.66122484751835
"Lithuania","LTU","Europe & Central Asia","High income",2015,14269.8039878287,9.12,-0.884097405500606,74.3219512195122,59.15,"Europe","Pre-2020",9.56597105000703
"Lithuania","LTU","Europe & Central Asia","High income",2016,14823.107153522,7.862,0.905525075460343,74.6707317073171,60.305,"Europe","Pre-2020",9.60400999632021
"Lithuania","LTU","Europe & Central Asia","High income",2020,17443.65526328,8.487,1.19989444983568,75.0292682926829,62.658,"Europe","Post-2020",9.76678859207738
"Lithuania","LTU","Europe & Central Asia","High income",2023,18685.5523679178,6.841,9.11731962390473,76.9878048780488,62.886,"Europe","Post-2020",9.8355594194382
"Luxembourg","LUX","Europe & Central Asia","High income",2020,105274.2471768,6.766,0.819957302127018,82.1439024390244,60.103,"Europe","Post-2020",11.5643336009428
"Luxembourg","LUX","Europe & Central Asia","High income",2015,105462.012584423,6.796,0.474743161437794,82.2926829268293,59.869,"Europe","Pre-2020",11.5661155788098
"Luxembourg","LUX","Europe & Central Asia","High income",2021,110873.185245175,5.571,2.52692009066169,82.5975609756098,61.482,"Europe","Post-2020",11.6161513711761
"Luxembourg","LUX","Europe & Central Asia","High income",2023,104590.079769081,5.184,3.74140361983141,83.3585365853659,61.524,"Europe","Post-2020",11.5578135475222
"Luxembourg","LUX","Europe & Central Asia","High income",2019,107591.965850496,5.592,1.74332075653852,82.6390243902439,60.102,"Europe","Pre-2020",11.5861105514363
"Luxembourg","LUX","Europe & Central Asia","High income",2017,107142.126672598,5.523,1.73079959118893,82.0951219512195,58.835,"Europe","Pre-2020",11.5819208520649
"Luxembourg","LUX","Europe & Central Asia","High income",2018,106788.728745199,5.589,1.52819524307374,82.2951219512195,59.371,"Europe","Pre-2020",11.5786170280856
"Luxembourg","LUX","Europe & Central Asia","High income",2022,107469.755128407,4.588,6.33600807777913,82.9463414634147,60.942,"Europe","Post-2020",11.5849740442217
"Luxembourg","LUX","Europe & Central Asia","High income",2016,108351.451826983,6.669,0.2908333333333,82.6853658536585,59.209,"Europe","Pre-2020",11.5931446354762
"Macao SAR, China","MAC","East Asia & Pacific","High income",2018,79378.1729826817,1.834,3.00446293166944,83.6780487804878,70.009,"Asia","Pre-2020",11.2819913078232
"Macao SAR, China","MAC","East Asia & Pacific","High income",2022,34121.9031101701,2.482,1.04502802369957,83.0804878048781,68.018,"Asia","Post-2020",10.4377240832783
"Macao SAR, China","MAC","East Asia & Pacific","High income",2015,70070.2918001631,1.81,4.56056338028167,83.2243902439024,70.961,"Asia","Pre-2020",11.1572684570468
"Macao SAR, China","MAC","East Asia & Pacific","High income",2019,75835.6453208622,1.749,2.75193081051978,83.9292682926829,69.603,"Asia","Pre-2020",11.2363369023121
"Macao SAR, China","MAC","East Asia & Pacific","High income",2017,75807.8927510468,1.987,1.2281240405281,83.5268292682927,69.814,"Asia","Pre-2020",11.2359708833646
"Macao SAR, China","MAC","East Asia & Pacific","High income",2021,42121.7200893806,2.229,0.0264543647054027,83.7292682926829,69.43,"Asia","Post-2020",10.6483425436827
"Macao SAR, China","MAC","East Asia & Pacific","High income",2016,68570.4684561327,1.939,2.36895749705903,83.2756097560976,70.062,"Asia","Pre-2020",11.1356318154805
"Macao SAR, China","MAC","East Asia & Pacific","High income",2020,33952.4798688679,2.566,0.811410511491636,84.1292682926829,68.495,"Asia","Post-2020",10.4327466275535
"Macao SAR, China","MAC","East Asia & Pacific","High income",2023,59602.4371924702,2.235,0.476384495788051,83.1804878048781,64.953,"Asia","Post-2020",10.9954685224051
"Madagascar","MDG","Sub-Saharan Africa","Low income",2021,431.599103078558,3.487,5.81225118787713,62.516,84.964,"Africa","Post-2020",6.06981144018939
"Madagascar","MDG","Sub-Saharan Africa","Low income",2020,422.924255422319,3.284,4.20179312190558,62.706,84.479,"Africa","Post-2020",6.04955479640153
"Madagascar","MDG","Sub-Saharan Africa","Low income",2017,456.851859574031,2.119,8.60905075422951,63.433,85.619,"Africa","Pre-2020",6.126545681081
"Madagascar","MDG","Sub-Saharan Africa","Low income",2019,467.27741349648,2.469,5.61051441492363,63.504,85.314,"Africa","Pre-2020",6.1490608841839
"Madagascar","MDG","Sub-Saharan Africa","Low income",2022,438.516263353783,3.186,8.16059031991847,63.068,85.102,"Africa","Post-2020",6.08567472065853
"Madagascar","MDG","Sub-Saharan Africa","Low income",2023,445.834551909615,3.069,9.87432675044886,63.632,85.07,"Africa","Post-2020",6.10218839614245
"Madagascar","MDG","Sub-Saharan Africa","Low income",2015,445.320069480568,1.785,7.40419174202131,63.362,86.042,"Africa","Pre-2020",6.10103633921159
"Madagascar","MDG","Sub-Saharan Africa","Low income",2018,459.330367799543,2.297,8.59422958870479,63.491,85.457,"Africa","Pre-2020",6.13194442257606
"Madagascar","MDG","Sub-Saharan Africa","Low income",2016,451.15659433146,1.947,6.03575858154679,63.431,85.816,"Africa","Pre-2020",6.11402856746908
"Malawi","MWI","Sub-Saharan Africa","Low income",2017,544.795729220349,5.039,11.5433939188771,63.914,67.62,"Africa","Pre-2020",6.30224478343664
"Malawi","MWI","Sub-Saharan Africa","Low income",2015,539.605363240686,4.954,21.8673475542553,62.324,69.612,"Africa","Pre-2020",6.29268955469711
"Malawi","MWI","Sub-Saharan Africa","Low income",2020,559.447086086067,5.728,8.62551469650552,65.216,68.27,"Africa","Post-2020",6.32873483321381
"Malawi","MWI","Sub-Saharan Africa","Low income",2016,538.221990810959,5.007,21.7111132136499,63.163,68.625,"Africa","Pre-2020",6.2901273429114
"Malawi","MWI","Sub-Saharan Africa","Low income",2018,553.528790902088,5.014,12.420178108921,64.464,67.498,"Africa","Pre-2020",6.31811872771859
"Malawi","MWI","Sub-Saharan Africa","Low income",2019,569.866249371948,4.966,9.3708360560567,64.995,67.365,"Africa","Pre-2020",6.34715494293916
"Malawi","MWI","Sub-Saharan Africa","Low income",2022,560.635759714941,5.037,20.953969729969,66.037,67.314,"Africa","Post-2020",6.33085352539054
"Malawi","MWI","Sub-Saharan Africa","Low income",2023,556.744034805001,5.033,28.7897428247298,67.353,67.298,"Africa","Post-2020",6.32390013815012
"Malawi","MWI","Sub-Saharan Africa","Low income",2021,569.968967322435,5.662,9.33014410835212,64.782,67.05,"Africa","Post-2020",6.34733486023241
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2016,9901.47960179812,3.44,2.09056659525741,75.371,65.078,"Asia","Pre-2020",9.2005404695897
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2017,10293.7629205362,3.41,3.87120115774237,75.542,65.189,"Asia","Pre-2020",9.23939059059412
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2015,9648.6797937523,3.1,2.10438980238356,75.288,65.173,"Asia","Pre-2020",9.17468001178792
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2023,11429.5894122241,3.869,2.48886560125756,76.657,65.659,"Asia","Post-2020",9.34404832258304
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2022,11174.2100761842,3.93,3.37869862549933,75.444,65.675,"Asia","Post-2020",9.32145321806876
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2018,10610.1950240479,3.3,0.884709160571202,75.734,65.561,"Asia","Pre-2020",9.26966485712679
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2019,10902.9834855856,3.26,0.662891865764397,75.9,65.858,"Asia","Pre-2020",9.29688345884712
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2021,10388.2667120857,4.64,2.47710241465446,73.917,65.658,"Asia","Post-2020",9.24852850528751
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2020,10171.4657842762,4.54,-1.13870215393055,76.057,65.486,"Asia","Post-2020",9.22743991631907
"Maldives","MDV","South Asia","Upper middle income",2018,10793.8941387462,4.95,-0.13337338611759,79.433,61.964,"Asia","Pre-2020",9.28682853639283
"Maldives","MDV","South Asia","Upper middle income",2019,11194.9253726428,4.562,0.220029731065378,79.707,63.632,"Asia","Pre-2020",9.32330518507569
"Maldives","MDV","South Asia","Upper middle income",2017,10263.299119384,5.401,2.81747338234509,79.228,60.267,"Asia","Pre-2020",9.23642704844527
"Maldives","MDV","South Asia","Upper middle income",2016,9909.07669383367,5.771,0.502509413611629,78.913,58.545,"Asia","Pre-2020",9.20130736632877
"Maldives","MDV","South Asia","Upper middle income",2015,9644.90655028145,6.604,0.953206658777646,78.607,57.637,"Asia","Pre-2020",9.17428891265761
"Maldives","MDV","South Asia","Upper middle income",2020,7295.60221324907,5.434,-1.36977425569811,78.713,62.769,"Asia","Post-2020",8.89516406854104
"Maldives","MDV","South Asia","Upper middle income",2021,9759.22193251033,5.024,0.543149688736963,78.052,64.192,"Asia","Post-2020",9.18607041813533
"Maldives","MDV","South Asia","Upper middle income",2023,11415.939508912,4.241,2.92746542425037,81.041,63.414,"Asia","Post-2020",9.34285345332753
"Maldives","MDV","South Asia","Upper middle income",2022,10939.9963243616,4.419,2.33314337624572,80.76,63.585,"Asia","Post-2020",9.30027214352587
"Mali","MLI","Sub-Saharan Africa","Low income",2016,860.75307554569,1.367,-1.79964707083378,58.286,69.865,"Africa","Pre-2020",6.75896877434412
"Mali","MLI","Sub-Saharan Africa","Low income",2017,878.561348378099,1.494,1.75985742927157,58.562,69.159,"Africa","Pre-2020",6.77942331544374
"Mali","MLI","Sub-Saharan Africa","Low income",2018,892.978322787306,1.62,0.299546507387863,58.873,69.122,"Africa","Pre-2020",6.79568152743805
"Mali","MLI","Sub-Saharan Africa","Low income",2015,838.11986940103,1.401,1.45069057605953,57.852,70.561,"Africa","Pre-2020",6.73235356801532
"Mali","MLI","Sub-Saharan Africa","Low income",2019,909.751069706998,3.29,-1.65826694846365,59.217,69.065,"Africa","Pre-2020",6.81426961042216
"Mali","MLI","Sub-Saharan Africa","Low income",2021,872.332803686266,3.966,3.9256028310427,59.116,68.429,"Africa","Post-2020",6.77231670162074
"Mali","MLI","Sub-Saharan Africa","Low income",2022,876.168301872624,2.387,9.62147608489068,60.035,69.329,"Africa","Post-2020",6.7766988803147
"Mali","MLI","Sub-Saharan Africa","Low income",2023,890.613872535228,2.956,2.0588022827422,60.439,69.256,"Africa","Post-2020",6.79303316053741
"Mali","MLI","Sub-Saharan Africa","Low income",2020,872.389721102137,3.528,0.438088940320735,58.858,65.916,"Africa","Post-2020",6.77238187215021
"Malta","MLT","Middle East & North Africa","High income",2018,29536.8950627078,3.658,1.15782362451512,82.2487804878049,59.443,"Europe","Pre-2020",10.2934292963599
"Malta","MLT","Middle East & North Africa","High income",2022,31979.6090400598,2.921,6.15375621933036,82.4487804878049,63.696,"Europe","Post-2020",10.3728850306112
"Malta","MLT","Middle East & North Africa","High income",2016,25969.4410846379,4.687,0.642702771527302,82.4536585365854,56.195,"Europe","Pre-2020",10.1647142889037
"Malta","MLT","Middle East & North Africa","High income",2017,28546.7780455971,4.002,1.36435448150708,82.3463414634146,57.309,"Europe","Pre-2020",10.2593343852813
"Malta","MLT","Middle East & North Africa","High income",2020,27890.3651055057,4.347,0.638544956776647,82.0975609756098,61.889,"Europe","Post-2020",10.2360724254799
"Malta","MLT","Middle East & North Africa","High income",2019,29522.6524527602,3.616,1.64206001768947,82.6585365853659,60.842,"Europe","Pre-2020",10.2929469991353
"Malta","MLT","Middle East & North Africa","High income",2021,31437.5030232122,3.394,1.49789217934731,82.2585365853659,62.768,"Europe","Post-2020",10.3557886316441
"Malta","MLT","Middle East & North Africa","High income",2023,32816.3252635461,3.11,5.09396758978879,83.5073170731707,63.618,"Europe","Post-2020",10.3987118641733
"Malta","MLT","Middle East & North Africa","High income",2015,25529.6813131565,5.389,1.10054826378928,81.8975609756097,55.634,"Europe","Pre-2020",10.1476361966462
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2015,3764.34426229508,NA,NA,65.292,NA,"Oceania","Pre-2020",8.23359457358241
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2021,5405.2747359006,NA,NA,65.421,NA,"Oceania","Post-2020",8.59531554609642
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2017,4190.93468589482,NA,NA,65.673,NA,"Oceania","Pre-2020",8.34091764522464
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2020,5172.57528216176,NA,NA,65.387,NA,"Oceania","Post-2020",8.55131927243459
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2023,5470.42006850903,NA,NA,66.945,NA,"Oceania","Post-2020",8.60729347205382
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2016,3946.8444109078,NA,NA,65.477,NA,"Oceania","Pre-2020",8.28092499017897
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2018,4542.34293916308,NA,NA,65.87,NA,"Oceania","Pre-2020",8.42141835028944
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2022,5516.88000598847,NA,NA,66.725,NA,"Oceania","Post-2020",8.61574900861626
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income",2019,5162.81500670348,NA,NA,66.047,NA,"Oceania","Pre-2020",8.54943092768106
"Mauritania","MRT","Sub-Saharan Africa","Lower middle income",2023,1630.27171808744,10.446,4.95305034506869,68.484,40.967,"Africa","Post-2020",7.39711518475245
"Mauritania","MRT","Sub-Saharan Africa","Lower middle income",2015,1554.94897871782,10.108,3.25472688117632,66.498,42.077,"Africa","Pre-2020",7.34984091417362
"Mauritania","MRT","Sub-Saharan Africa","Lower middle income",2016,1528.05152299375,10.283,1.4717104565,66.823,41.589,"Africa","Pre-2020",7.33240290254494
"Mauritania","MRT","Sub-Saharan Africa","Lower middle income",2021,1520.31117904613,11.144,3.5651648465019,66.762,40.722,"Africa","Post-2020",7.32732785979292
"Mauritania","MRT","Sub-Saharan Africa","Lower middle income",2022,1576.75624107308,10.531,9.52526628622842,68.281,41.114,"Africa","Post-2020",7.36375901613587
"Mauritania","MRT","Sub-Saharan Africa","Lower middle income",2018,1602.90225649072,10.407,3.06735996058356,67.419,41.073,"Africa","Pre-2020",7.38019484921978
